^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS4096
!dataset_title = Mutant p53 depletion effect on MDA-468.shp53 breast tumor cell line
!dataset_description = Analysis of MDA-468.shp53 cells cultured under 3D conditions in the presence of DOX.  These cells express a DOX-inducible shRNA targeting endogenous mutant p53. The p53-reduced cells have an invasive, highly disorganized appearance. Results provide insight into role of mutant p53 in breast cancer.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 22265415
!dataset_platform = GPL6244
!dataset_platform_organism = Homo sapiens
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 33297
!dataset_sample_organism = Homo sapiens
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = transformed count
!dataset_reference_series = GSE31812
!dataset_order = none
!dataset_update_date = Jun 07 2012
^SUBSET = GDS4096_1
!subset_dataset_id = GDS4096
!subset_description = doxycycline present
!subset_sample_id = GSM789232,GSM789234,GSM789236
!subset_type = growth protocol
^SUBSET = GDS4096_2
!subset_dataset_id = GDS4096
!subset_description = doxycycline absent
!subset_sample_id = GSM789231,GSM789233,GSM789235
!subset_type = growth protocol
^DATASET = GDS4096
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM789232 = Value for GSM789232: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep1; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789234 = Value for GSM789234: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep2; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789236 = Value for GSM789236: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep3; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789231 = Value for GSM789231: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep1; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
#GSM789233 = Value for GSM789233: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep2; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
#GSM789235 = Value for GSM789235: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep3; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
!dataset_table_begin
ID_REF	IDENTIFIER	GSM789232	GSM789234	GSM789236	GSM789231	GSM789233	GSM789235
7945652	KRTAP5-3	10.1869	10.1126	9.9764	9.97785	10.1393	10.3086
7945657	KRTAP5-4	8.57633	8.58103	8.56927	8.5167	8.18198	8.82266
7945660	FAM99A	6.27172	6.23276	6.42445	5.06065	5.90826	6.39574
7945663	IFITM10	8.63781	8.6479	8.73609	8.41999	8.57283	8.39479
7945666	CTSD	12.1744	11.7856	11.8066	12.2365	12.1642	12.1202
7945678	chr11:1910375-1911199	8.40615	8.37774	8.32962	8.20847	8.21242	8.57846
7945680	H19	8.80017	8.60441	8.29953	9.03376	8.75478	8.87376
7945688	INS-IGF2	7.51677	7.44381	7.44998	7.46547	7.41547	7.51049
7945712	TH	7.75943	7.87265	7.68099	7.68533	7.71319	7.92604
7945728	chr11:2246122-2246241	5.15696	4.93492	5.12038	5.03296	5.08301	5.26428
7945730	ASCL2	7.31486	7.37454	7.45104	7.33668	7.55509	7.82494
7945734	C11orf21	7.10022	7.1407	7.01056	7.10183	7.09159	7.25182
7945740	RPL26L1	9.95525	10.1504	10.1152	9.6976	10.1463	9.94114
7945742	TRPM5	7.75839	7.77609	7.50753	7.72541	7.56603	7.95854
7945767	CDKN1C	9.23759	9.21617	9.20745	9.10392	9.19599	9.34926
7945774	SLC22A18AS	7.44645	7.28809	7.08539	7.1893	7.39776	7.37816
7945781	PHLDA2	9.46435	9.42018	9.45781	9.57877	9.63308	9.81654
7945786	NAP1L4	9.88244	9.74971	9.67158	9.66193	9.91032	9.72918
7945801	SNORA54	7.76866	6.74271	6.67401	7.85845	7.42604	7.10189
7945803	CARS	9.34396	9.28016	9.36921	8.97018	9.09461	8.75462
7945829	chr11:3069588-3069751	7.53902	7.06594	6.82298	7.57777	6.93541	7.0139
7945831	OSBPL5	8.88163	8.88699	8.99324	8.97336	9.11051	8.97671
7945857	MRGPRG	6.92381	6.896	6.69968	6.76797	6.71936	6.98687
7945859	MRGPRE	8.33123	8.35504	8.28744	8.26375	8.43743	8.43485
7945864	ZNF195	8.70049	8.73035	8.6889	9.05934	9.08904	8.86059
7945873	OR7E37P	null	null	null	null	null	null
7945875	FAM86JP	9.46159	9.79304	9.66333	8.87434	9.29396	9.09728
7945882	ART5	6.61629	6.40682	6.3729	6.239	6.40678	6.4649
7945892	chr11:3685047-3685141	7.23729	7.06916	7.10918	7.59789	7.35616	7.08275
7945894	chr11:3686395-3686489	6.27241	5.81015	5.81665	6.42473	5.93904	6.30683
7945896	CHRNA10	7.18799	7.04879	7.02682	7.20353	7.01045	7.34421
7945902	NUP98	10.1837	10.1629	10.2572	10.2014	10.1392	10.1077
7945942	chr11:3736002-3736068	5.15442	4.64761	5.01275	5.40813	4.65086	5.0441
7945944	RHOG	9.56376	9.69905	9.65395	9.72889	9.83439	9.87736
7945950	chr11:3913623-3914117	6.57129	6.75274	6.80187	6.997	6.98049	6.89126
7945952	chr11:4010387-4010692	6.94523	6.77863	6.80648	6.798	6.87914	6.9313
7945954	chr11:4263286-4263870	8.49472	9.0129	8.43035	8.63553	8.45079	8.87292
7945956	chr11:4308729-4309175	5.85508	5.9206	5.83693	5.83477	5.91048	5.98245
7945958	OR52B4	6.04423	6.16607	6.05055	6.11267	6.33327	6.33616
7945962	TRIM21	6.92558	7.45524	7.34354	7.09871	7.57728	7.47801
7945972	chr11:4452560-4453459	7.17166	7.15684	7.12863	7.44577	7.02257	7.4546
7945974	C11orf40	7.09704	7.02877	6.93132	7.17767	7.06311	7.09537
7945979	TRIM68	5.27175	5.40877	5.30494	5.25703	5.18428	5.20074
7945989	chr11:4682077-4682969	7.06658	6.82263	6.66963	6.89674	6.64891	6.92412
7945991	OR51E2	5.50556	5.63775	5.46544	5.31079	5.36313	5.71106
7945997	chr11:4711988-4713394	4.61551	4.55803	4.65532	4.62491	4.58236	4.62812
7945999	OR51F1	5.54045	5.53635	5.4749	5.21143	5.42784	5.41156
7946001	OR52R1	6.21991	6.30055	6.09248	6.40499	6.30762	6.22462
7946004	OR51S1	7.19659	7.02995	7.14631	7.47175	7.17557	7.31406
7946006	chr11:4880886-4881794	6.40827	6.45598	6.26706	6.14654	6.19532	6.27228
7946008	chr11:4910829-4911826	4.50826	4.35442	4.52101	4.48165	4.32367	4.34444
7946011	OR51G2	6.35264	6.44196	6.34157	6.41797	6.20133	6.46602
7946013	OR51G1	5.61716	5.82195	5.43922	5.26869	5.40185	5.76065
7946015	OR51A4	5.93063	5.50088	5.7096	5.86666	5.7111	5.84123
7946017	OR51A2	4.63484	4.55816	4.41117	4.8738	4.74921	4.65758
7946019	OR52E2	5.74062	5.76618	5.50966	5.83562	5.58366	5.71341
7946021	OR52A4P	5.27025	5.3132	5.31185	5.26468	5.47477	5.5345
7946023	OR52A5	4.65975	4.81873	4.70504	4.8802	4.87575	4.84594
7946025	OR52A1	4.63272	4.88726	4.75705	4.68875	4.77467	4.82249
7946027	chr11:5191760-5192453	5.93494	6.05293	5.80869	5.81443	5.44393	5.88046
7946029	chr11:5198944-5199784	5.32818	5.37218	5.19426	5.35601	5.42746	5.44555
7946031	OR51V1	5.60201	5.56476	5.48569	5.57694	5.4732	5.87034
7946033	HBB	6.73906	6.75544	6.77766	6.73316	6.51657	6.84261
7946041	HBD	6.35323	6.29969	6.23607	6.4396	6.28768	6.46716
7946048	HBG2	null	null	null	null	null	null
7946054	HBG2	6.1211	6.14259	6.0625	6.18366	6.08796	6.07761
7946061	HBE1	5.70201	5.90721	5.68953	6.03642	5.82112	5.90445
7946067	OR51B4	5.15299	5.18123	5.00617	4.93207	4.76388	5.20888
7946069	OR51B2	5.99186	6.101	6.09557	6.07376	5.95121	6.09486
7946071	OR51B5	5.6354	5.21046	5.28466	5.55913	5.36493	5.48212
7946073	OR51I1	6.28845	6.26316	6.23546	6.39671	6.25455	6.57498
7946078	UBQLN3	5.85649	6.04365	5.85126	5.80995	5.53965	5.96107
7946082	UBQLNL	6.12834	6.13082	5.9446	6.12183	5.88755	6.35603
7946087	OR52H1	5.54968	5.4524	5.51959	5.69468	5.61153	5.37085
7946089	TRIM5	8.73975	9.08576	8.92792	9.0653	9.35738	9.21707
7946105	OR52N5	4.88235	5.03495	4.92268	4.88618	4.95235	5.05335
7946107	OR52N1	5.34648	5.29192	5.33416	5.51716	5.31625	5.85029
7946109	OR52E6	4.71631	4.81299	4.71795	4.81839	4.67756	4.86596
7946111	OR52E8	5.43177	5.35071	5.31704	5.53645	5.51635	5.45138
7946113	OR56A5	5.97386	5.96315	5.80357	5.81873	5.62713	6.1414
7946115	OR52L1	5.29047	5.2126	5.04088	5.48231	5.20499	5.33391
7946117	OR56A4	6.00074	6.01703	6.03859	6.07921	6.00267	6.12248
7946119	OR56A1	5.48923	5.54095	5.41932	5.43367	5.34825	5.65918
7946121	chr11:6078546-6079505	4.62648	4.63753	4.62875	4.56856	4.52211	4.64574
7946123	chr11:6173006-6173818	4.43578	4.45797	4.35063	4.93655	4.55972	4.81682
7946125	OR52B2	6.43262	6.3986	6.37163	6.44259	6.31602	6.63392
7946128	FAM160A2	8.84178	8.74512	8.79755	8.72293	8.76113	8.83854
7946142	PRKCDBP	7.36393	7.47556	7.24843	7.25591	7.26431	7.71368
7946149	APBB1	6.75725	6.90689	6.6551	6.82578	6.83828	6.76314
7946167	HPX	6.51507	6.57987	6.46355	6.43197	6.43447	6.6362
7946180	TRIM3	7.65114	7.6014	7.52747	7.76147	7.86066	7.78162
7946201	ARFIP2	9.52513	9.58993	9.61244	9.42197	9.67898	9.63654
7946211	RRP8	7.78226	7.77727	7.59351	7.53646	7.37198	7.36707
7946221	TAF10	11.3677	11.472	11.523	11.4585	11.6924	11.7321
7946228	TPP1	9.28495	9.49016	9.56433	9.61178	9.50085	9.57722
7946245	DCHS1	7.80472	7.5198	7.61512	7.75591	7.58737	7.71515
7946267	MRPL17	10.6101	10.8648	10.7133	10.546	10.8055	10.6734
7946275	GVINP1	5.69829	5.64727	5.61212	5.73154	5.54598	5.73706
7946278	OR2AG2	6.51048	6.46724	6.37432	6.52304	6.3317	6.34991
7946280	OR6A2	4.68995	4.7142	4.60486	4.58684	4.63789	4.78843
7946286	OR2D2	5.6184	5.62818	5.47319	5.74073	5.6582	5.79336
7946288	ZNF214	4.60187	4.36354	4.2272	4.59777	4.27487	4.45391
7946292	CYB5R2	8.80442	9.52691	9.51304	9.15584	9.26885	9.34939
7946306	OVCH2	5.66567	5.78721	5.69552	6.09545	6.18664	5.95207
7946321	OR5P1P	5.67917	5.60954	5.483	6.11604	5.48254	5.41875
7946323	OR5P2	5.1527	4.93247	5.12055	5.95969	5.09339	4.9483
7946326	OR5P3	5.51785	5.36444	5.37919	6.02296	5.46402	5.40938
7946328	chr11:7910756-7910826	5.57624	5.02975	5.47668	5.52324	5.87421	5.27748
7946330	OR10A6	4.10122	4.15462	4.17794	4.07891	4.03207	4.09473
7946332	OR10A3	5.10144	5.25303	5.0389	5.18018	5.22455	5.22455
7946334	NLRP10	6.95313	6.82867	6.61225	6.68342	6.74114	6.85139
7946340	RIC3	5.04683	5.10325	5.12454	5.03827	5.12564	5.16683
7946354	LMO1	7.60509	7.89447	7.81403	7.52296	7.60161	7.84244
7946365	STK33	4.53824	4.73598	4.48971	4.60388	4.61169	4.57018
7946380	TRIM66	7.81354	7.54353	7.53689	7.8924	7.35099	7.47097
7946401	ST5	8.24914	8.05367	8.10719	8.53524	8.49062	8.34568
7946426	chr11:8898964-8899065	7.78506	7.34319	7.26031	7.59103	7.24779	6.95506
7946428	C11orf16	7.03061	6.96926	6.95265	6.82727	6.72715	7.03995
7946436	ASCL3	5.78684	5.59504	5.44715	5.63304	5.57616	5.59656
7946439	TMEM9B	9.65493	9.8826	9.76827	9.48703	9.67654	9.56511
7946446	NRIP3	6.39611	6.71702	6.46901	6.16613	6.24879	6.12681
7946454	SCUBE2	6.52449	6.41673	6.42962	6.49233	6.47272	6.60569
7946478	DENND5A	8.80704	8.90118	9.0201	8.71838	8.6815	8.5505
7946504	TMEM41B	9.4069	9.32744	9.3395	9.70241	9.5527	9.45817
7946516	SBF2	9.41152	9.29625	9.34706	9.42188	9.07546	9.04192
7946559	DNAJC25-GNG10	10.5826	11.0827	11.0907	10.8166	11.1466	11.0334
7946561	chr11:10420740-10420863	5.73472	5.60613	5.41571	5.72034	5.718	6.16217
7946563	chr11:10530736-10530804	12.0894	11.0054	11.619	12.2206	12.1922	11.9976
7946565	chr11:10531476-10531736	14.1725	12.8989	14.1567	13.9439	14.0607	14.1043
7946567	chr11:10531757-10531827	10.744	9.86928	10.2939	10.8816	10.7915	10.6309
7946569	RNF141	7.86402	8.34037	8.22835	7.78764	8.27124	7.82438
7946579	LYVE1	5.12131	5.11452	5.21479	5.06685	4.98159	5.24804
7946589	MRVI1	7.30491	7.48493	7.20622	7.32436	7.00059	7.50313
7946610	EIF4G2	12.1732	12.0348	12.1701	12.1433	12.1854	12.1457
7946635	ZBED5	9.2884	8.89375	9.16081	9.41281	9.21093	9.11622
7946641	GALNT18	6.3211	6.31462	6.25324	6.27955	6.34843	6.36894
7946655	CSNK2A3	10.4011	10.3356	10.4155	10.2654	10.0253	9.92177
7946659	AF116621	7.0196	6.78047	6.64581	6.79019	6.61149	6.83811
7946661	DKK3	8.14529	8.16455	8.05567	8.01269	7.97828	8.45935
7946676	chr11:12926363-12926540	9.36023	9.29321	9.2443	9.61109	9.22191	9.4355
7946678	chr11:13347760-13347835	3.62979	3.61995	3.65487	3.59887	3.77334	3.84716
7946680	BTBD10	9.25473	9.61194	9.55169	9.24325	9.2359	9.27792
7946687	PTH	4.22159	4.14635	4.19375	4.1337	4.13382	4.26657
7946693	chr11:13708099-13708205	3.61688	3.70567	3.77011	3.70783	3.79762	3.63201
7946695	chr11:13929032-13929133	4.02397	4.44952	3.4683	3.96855	3.3403	3.86413
7946697	RRAS2	10.1388	10.2238	10.2135	9.93693	10.2187	10.0371
7946703	COPB1	10.4021	10.72	10.6705	10.26	10.2471	10.1517
7946728	PSMA1	11.0925	11.5817	11.4456	11.2833	11.3232	11.2446
7946742	CYP2R1	9.39807	9.50739	9.60857	8.70873	8.49084	8.6585
7946749	CALCA	6.92937	6.76986	6.95842	6.98999	6.73924	7.21096
7946757	SOX6	6.31909	6.41735	6.31347	6.31906	6.31839	6.47376
7946781	PLEKHA7	9.25379	9.03056	9.07282	9.62218	9.38314	9.30824
7946807	RPL36A-HNRNPH2	12.1827	12.1962	12.5164	12.0208	12.2576	12.1858
7946812	RPS13	11.9687	12.7094	12.6683	12.2154	12.3856	12.3792
7946815	PIK3C2A	11.0549	10.9878	11.3218	11.1018	10.9512	10.9576
7946849	chr11:17137199-17137310	6.35373	6.09529	5.9823	6.2651	6.27368	6.47035
7946851	chr11:17295409-17295552	6.34012	6.33113	6.31637	6.10108	6.35377	6.26171
7946853	KCNJ11	6.8533	6.81974	6.77231	6.61647	6.93533	6.8425
7946860	ABCC8	7.22707	7.30729	7.26824	7.24916	7.30195	7.33954
7946903	USH1C	6.98164	6.90422	6.78909	6.77557	6.78952	7.11492
7946933	SERGEF	8.60986	8.34563	8.30822	8.56708	8.70341	8.57186
7946946	TPH1	4.59446	4.56932	4.56696	4.77571	4.5441	4.7776
7946957	SAAL1	8.64579	8.68535	8.67599	8.4642	8.81587	8.68603
7946972	SAA3P	6.29758	6.11955	6.14026	6.56288	6.55057	6.56143
7946977	SAA2-SAA4	6.85759	6.479	6.53458	8.58114	8.52934	8.41038
7946983	SAA2	8.58125	8.17558	8.34859	9.52841	9.60562	9.30889
7946986	SAA2	4.41848	4.49163	4.42751	5.71914	6.54505	5.5225
7946988	HPS5	8.0931	8.11712	8.10809	8.40544	8.56442	8.29139
7947015	TSG101	9.98355	10.5504	10.523	9.96072	9.97765	9.99186
7947027	UEVLD	9.19038	9.85661	9.80681	8.97233	9.41154	9.30945
7947040	SPTY2D1	6.94788	7.0902	7.13396	6.82578	6.796	6.83559
7947052	IGSF22	6.91643	6.9676	6.93917	6.9665	6.74343	6.89396
7947076	PTPN5	7.59451	7.72929	7.53872	7.48862	7.6277	7.7149
7947093	MRGPRX1	6.27992	6.33611	6.03236	6.13528	6.03337	6.47915
7947096	MRGPRX2	6.94956	6.92387	6.98113	7.02983	6.90948	6.9637
7947099	CSRP3	5.18673	5.22252	5.26119	5.29216	5.27351	5.24974
7947110	E2F8	7.72825	7.36135	7.52257	8.84611	8.70181	8.82635
7947127	chr11:19612703-19612838	4.70855	4.76043	4.69711	4.86226	4.65815	4.75155
7947129	DBX1	7.73144	7.8583	7.82767	7.72965	7.75907	7.90781
7947136	chr11:21405378-21405455	6.23603	6.1338	6.07077	6.05267	6.08662	6.24355
7947138	FANCF	7.85642	7.96504	8.18329	7.91109	7.91849	7.81999
7947147	SVIP	9.43533	9.91802	9.87169	9.66791	9.95236	9.98779
7947152	RPL36AP40	4.26007	4.36577	4.39018	4.22211	4.28528	4.27737
7947156	MUC15	9.22451	10.202	10.4215	9.07234	9.51946	9.68
7947165	SLC5A12	5.55146	5.63373	5.63795	5.63865	5.63964	5.79026
7947184	AY358106	5.1333	5.02109	5.0584	5.14148	4.89489	5.08998
7947189	CCDC34	8.82524	9.25394	9.03601	8.67192	9.43777	9.18888
7947199	LGR4	11.2316	11.0729	11.2767	11.316	11.4969	11.4341
7947221	LIN7C	10.7878	11.5543	11.4909	10.6907	11.2662	11.1502
7947228	chr11:27543184-27543272	4.42342	4.2508	3.97874	4.61343	4.6257	4.56218
7947230	BDNF	4.76719	4.89349	4.80554	4.6992	4.60902	4.89157
7947245	HSP90AA2P	9.55101	9.89047	9.81452	9.47245	10.3433	9.78843
7947248	KIF18A	8.28529	8.68432	8.99436	8.59352	9.39504	9.24214
7947266	chr11:28282825-28283059	4.18939	4.17803	4.23399	4.15656	4.19372	4.16435
7947268	chr11:29743013-29743231	5.88004	6.2342	5.97115	5.78122	5.79856	6.17652
7947270	KCNA4	6.713	6.75802	6.69157	6.62597	6.47044	7.0256
7947274	MPPED2	5.21188	5.17277	5.19245	5.20126	5.20974	5.32739
7947282	DCDC5	5.17376	5.20061	5.1961	5.1565	5.16558	5.22898
7947322	DCDC1	4.65266	4.60298	4.72412	4.70194	4.68554	4.913
7947332	IMMP1L	7.36186	7.65501	7.72048	7.6127	7.5048	7.94239
7947338	PAX6	6.3885	7.18619	7.28252	6.73473	6.7998	6.92218
7947358	TPT1-AS1	null	null	null	null	null	null
7947361	chr11:32134177-32134247	3.47382	3.52412	3.50799	3.50529	3.50529	3.57184
7947363	WT1	8.0406	8.24408	8.30687	8.04181	8.44857	8.26199
7947375	CCDC73	4.41935	4.46918	4.62785	4.42934	4.50314	4.80202
7947394	chr11:33025798-33025891	4.27704	4.06986	4.07506	4.14261	4.13625	4.16484
7947396	CSTF3	8.55731	8.62181	8.56225	8.95824	9.19794	8.98297
7947421	chr11:33192929-33193036	6.44908	6.1195	5.97526	6.70876	6.01316	6.56711
7947423	chr11:33218095-33218188	7.64159	6.88121	7.92334	8.0834	8.20927	8.17973
7947425	CD59	12.201	12.2249	12.1518	12.2216	12.5212	12.3501
7947434	FBXO3	10.3505	10.8914	10.8767	10.4347	10.8194	10.8193
7947450	LMO2	7.52235	7.58348	7.45611	7.53105	7.48767	7.56363
7947462	ABTB2	8.32805	8.21454	8.33973	8.8026	9.10593	9.02217
7947481	ELF5	6.79625	6.74462	6.43713	7.05672	6.82984	7.06167
7947490	APIP	8.85856	9.25322	9.35697	8.85555	9.36059	9.17799
7947496	SLC1A2	5.74983	5.81961	5.75358	6.13886	6.25813	6.44263
7947510	chr11:35413476-35413540	4.40359	4.58378	4.49991	4.26709	4.65335	4.20813
7947512	PAMR1	5.68312	5.85906	5.93098	5.63257	5.67561	5.9977
7947526	chr11:35881940-35882900	7.73501	7.72394	7.69088	7.75013	7.71855	7.64406
7947528	LINC00610	7.0062	6.87399	6.94685	6.9536	7.07769	7.10872
7947531	COMMD9	8.17761	8.69406	8.77364	8.34812	9.09064	9.01853
7947540	TRAF6	9.71609	10.338	10.1772	10.0173	10.0782	10.1623
7947548	RAG2	3.85894	3.89282	3.86069	3.81783	3.78267	3.85009
7947551	chr11:39788428-39788499	4.60457	4.28024	4.13912	4.40097	4.196	4.59068
7947553	LRRC4C	5.18851	5.32705	5.28768	5.25308	5.13184	5.42467
7947561	chr11:41144469-41144564	4.96997	4.85284	4.89163	5.03439	4.91381	5.14086
7947563	ALX4	7.69489	7.73428	7.76095	7.6088	7.65212	7.73621
7947570	TP53I11	9.05968	9.12604	9.14075	9.35672	9.30985	9.48111
7947590	SYT13	6.01569	6.15586	5.9751	6.01951	5.95299	6.02106
7947599	CHST1	7.45194	7.42555	7.43168	7.31573	7.39491	7.58376
7947607	chr11:45848153-45848297	6.21318	6.25673	6.33254	6.34575	6.37464	6.11116
7947609	PEX16	9.02554	9.18495	9.14486	8.78637	9.06603	9.08296
7947624	PHF21A	10.8114	11.1186	11.1873	10.6267	10.4666	10.5546
7947649	CHRM4	7.8784	7.95258	7.91254	7.79094	7.85096	7.95921
7947652	AMBRA1	9.56573	9.43183	9.45543	9.54462	9.58408	9.61553
7947674	chr11:46450143-46450702	5.98286	6.02901	6.15695	5.39311	6.01506	5.52894
7947676	HARBI1	6.96212	7.15276	7.22119	6.88768	7.12841	6.84406
7947681	ARHGAP1	10.4412	10.7308	10.745	10.7331	11.1456	11.0818
7947694	CKAP5	10.9276	10.9974	11.0923	10.9128	10.9062	10.9476
7947740	chr11:46801064-46801333	8.01436	7.35449	7.37013	8.31027	7.14885	7.44787
7947742	chr11:46801472-46801678	7.1141	6.97044	7.16541	7.02292	6.73608	7.00619
7947744	LRP4	7.23478	7.28463	7.14498	7.50619	7.30729	7.47202
7947784	ARFGAP2	9.60993	9.65386	9.61602	9.36053	9.74737	9.58426
7947801	PACSIN3	10.5138	10.4634	10.4673	10.2825	10.3818	10.4447
7947815	ACP2	9.74086	9.51514	9.53811	10.0703	10.2841	10.1759
7947828	MYBPC3	8.1625	8.04977	8.05535	8.02197	8.08003	8.19545
7947861	SPI1	7.886	7.92671	7.92095	7.78481	7.96253	8.10992
7947867	PSMC3	10.5705	10.757	10.5645	10.3805	10.7773	10.5867
7947881	RAPSN	7.67673	7.92439	7.81836	7.77158	7.64448	7.73969
7947890	chr11:47461557-47461617	4.15163	4.19324	4.31234	4.40939	4.09167	4.68193
7947892	chr11:47475439-47475562	6.83128	7.09332	6.82734	6.95193	6.92508	7.28825
7947894	CELF1	10.9424	10.9585	11.0001	10.9385	11.0044	10.9126
7947915	chr11:47579087-47579385	7.38031	7.01436	7.05184	7.39984	7.13372	7.11957
7947917	KBTBD4	8.99233	9.29034	9.21959	9.64223	9.74709	9.69439
7947926	chr11:47598022-47598140	3.89522	3.94499	4.04053	3.91352	4.2664	4.10849
7947928	C1QTNF4	8.81137	8.7035	8.66519	8.63432	8.78252	8.83057
7947932	chr11:47636452-47636546	4.83656	4.90404	4.96996	4.73674	4.98861	4.64473
7947934	MTCH2	11.6101	11.9726	11.8373	11.7562	12.0056	11.9414
7947947	AGBL2	6.05014	6.338	6.22944	6.40082	6.47962	6.49261
7947969	FNBP4	10.4553	10.4641	10.5754	10.2541	10.1852	9.98925
7947989	chr11:47748448-47748544	9.45574	9.12001	9.42981	9.50657	8.34445	8.77363
7947991	NUP160	9.43304	9.81363	9.82537	9.4789	9.76275	9.45678
7948033	chr11:47805863-47805957	5.8306	5.29194	5.34513	5.40938	5.5039	5.61917
7948035	chr11:47825844-47825953	5.11781	5.10549	4.83642	5.39754	4.60812	4.76037
7948037	chr11:47841761-47841844	6.25406	5.95878	6.08935	6.22886	5.59335	5.12778
7948039	OR4C45	3.84325	3.7948	3.8633	3.87144	3.72899	4.13146
7948042	chr11:48387037-48388116	4.46982	4.30992	4.44959	4.37916	4.3664	4.45211
7948044	OR4C13	4.99695	4.91653	4.90362	5.11573	5.00435	5.20108
7948046	OR4C13	5.93776	5.88689	5.94193	5.85189	5.7679	6.08494
7948048	chr11:48997050-49003247	5.24686	5.18048	5.14175	5.16318	5.21146	5.24675
7948054	chr11:49031749-49036168	6.08532	6.03359	6.01255	5.98921	6.3177	6.02949
7948058	FOLH1B	4.65494	4.67104	4.5504	4.66565	4.68673	4.8026
7948085	TYR	4.32972	4.41189	4.39185	4.09889	4.19518	4.34866
7948088	SLC25A33	8.95512	9.43261	9.3728	8.90172	9.22477	8.966
7948090	OR4C12	3.98797	3.97018	3.88832	3.90035	4.04096	4.28467
7948092	LOC441601	7.03979	6.98894	7.00365	7.00656	7.19183	7.1078
7948099	OR4A5	5.23311	5.24939	5.26499	5.26188	5.21233	5.15529
7948101	OR4A47	4.48012	4.67559	4.58734	4.71649	4.49771	4.75569
7948103	OR4C12	4.12515	4.0552	4.26446	4.26446	3.98392	4.12224
7948105	OR4C11	4.68083	4.93757	4.79963	4.66659	4.79627	4.99678
7948107	OR5W2	4.73406	4.84661	4.8217	4.98765	4.70787	5.08673
7948109	OR5I1	4.92662	4.94083	5.08035	5.15941	4.93671	5.03665
7948111	OR10AG1	4.37599	4.36662	4.30095	4.48913	4.39266	4.59591
7948113	MGC72080	5.53196	5.39632	5.42537	5.46895	5.49225	5.71969
7948115	OR5F1	6.23245	6.04187	6.03543	5.92579	6.14429	6.09076
7948117	OR5F2P	4.95043	5.15585	4.96299	5.09129	5.12359	5.45304
7948119	OR8J3	4.26697	4.50381	4.48974	4.43941	4.53459	4.58028
7948121	OR8K5	4.22956	4.23572	4.18001	4.20524	4.20524	4.2163
7948123	chr11:55978349-55979056	5.2977	5.25425	5.3074	5.17938	5.09327	5.47002
7948125	OR5T2	4.78928	4.94151	4.92255	4.80202	4.94559	5.09193
7948127	OR8H1	4.2502	4.34674	4.23344	4.33497	4.2882	4.46507
7948129	OR5R1	5.92169	6.10531	6.08756	6.06847	5.98422	6.08122
7948131	OR5M9	6.22711	6.24521	6.16963	5.87612	6.14663	6.11622
7948133	OR5M3	4.80036	4.7912	4.74334	4.69987	4.64151	4.7819
7948135	chr11:56246964-56247662	5.06038	5.05089	4.90905	4.87313	4.88652	5.14652
7948137	OR5M8	5.4272	5.40113	5.56937	5.2299	5.4097	5.46356
7948139	chr11:56279791-56280408	4.27728	3.88877	3.92416	4.02973	4.00216	4.56112
7948141	chr11:56294040-56294996	5.91338	6.03091	5.7549	5.67253	5.6594	5.92924
7948144	OR5M11	5.4522	5.49437	5.60612	5.48419	5.18	5.74424
7948148	OR5M10	5.25357	5.35448	5.15755	5.51133	5.26869	5.57282
7948150	OR5M1	4.34001	4.19911	4.32681	4.25237	4.16418	4.3798
7948155	OR5AP2	5.03239	5.00048	4.77096	4.76123	4.72978	5.3944
7948157	OR9G4	5.15655	5.35192	5.25441	5.31363	5.31253	5.59026
7948159	chr11:56542738-56543547	5.44856	5.34851	5.29908	5.26814	5.22222	5.31774
7948161	OR5G5P	5.2326	4.95735	4.9068	4.98932	5.02292	5.11618
7948167	APLNR	6.09622	6.1318	6.15229	6.35399	6.05533	6.54664
7948176	TNKS1BP1	10.0837	9.77649	9.72941	10.105	10.0393	9.93672
